Indicador,IndicadorDetalhe,Data,DataReferencia,Mediana,ano_ref,indicador_norm,detalhe_norm
IPCA Livres,,2025-09-19,2027,3.915,2027,ipca livres,
IPCA Livres,,2025-09-19,2028,3.71,2028,ipca livres,
IPCA Livres,,2025-09-19,2029,3.7,2029,ipca livres,
IPCA Serviços,,2025-09-19,2025,6.1379,2025,ipca servicos,
IPCA Serviços,,2025-09-19,2026,5.26,2026,ipca servicos,
IPCA Serviços,,2025-09-19,2027,4.5,2027,ipca servicos,
IPCA Serviços,,2025-09-19,2028,4.0,2028,ipca servicos,
IPCA Serviços,,2025-09-19,2029,4.0,2029,ipca servicos,
IPCA Serviços,,2025-09-19,2025,6.1227,2025,ipca servicos,
IPCA Serviços,,2025-09-19,2026,5.26,2026,ipca servicos,
IPCA Serviços,,2025-09-19,2027,4.55,2027,ipca servicos,
IPCA Serviços,,2025-09-19,2028,4.0,2028,ipca servicos,
IPCA Serviços,,2025-09-19,2029,4.0,2029,ipca servicos,
PIB Agropecuária,,2025-09-19,2025,7.3435,2025,pib agropecuaria,
PIB Agropecuária,,2025-09-19,2026,3.0,2026,pib agropecuaria,
PIB Agropecuária,,2025-09-19,2027,2.8125,2027,pib agropecuaria,
PIB Agropecuária,,2025-09-19,2028,2.74,2028,pib agropecuaria,
PIB Agropecuária,,2025-09-19,2029,2.75,2029,pib agropecuaria,
PIB Agropecuária,,2025-09-19,2025,7.44,2025,pib agropecuaria,
PIB Agropecuária,,2025-09-19,2026,2.5,2026,pib agropecuaria,
PIB Agropecuária,,2025-09-19,2027,2.9,2027,pib agropecuaria,
PIB Agropecuária,,2025-09-19,2028,2.84,2028,pib agropecuaria,
PIB Agropecuária,,2025-09-19,2029,2.8,2029,pib agropecuaria,
PIB Despesa de consumo da administração pública,,2025-09-19,2025,1.3,2025,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-09-19,2026,1.7,2026,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-09-19,2027,1.2,2027,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-09-19,2028,1.5,2028,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-09-19,2029,1.58,2029,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-09-19,2025,1.3,2025,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-09-19,2026,1.7,2026,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-09-19,2027,1.2,2027,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-09-19,2028,1.5,2028,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-09-19,2029,1.5,2029,pib despesa de consumo da administracao publica,
PIB Despesa de consumo das famílias,,2025-09-19,2025,2.1,2025,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-09-19,2026,2.0,2026,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-09-19,2027,1.9,2027,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-09-19,2028,2.0,2028,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-09-19,2029,2.0,2029,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-09-19,2025,2.1,2025,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-09-19,2026,2.0,2026,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-09-19,2027,2.0,2027,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-09-19,2028,2.0,2028,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-09-19,2029,2.0,2029,pib despesa de consumo das familias,
PIB Exportação de bens e serviços,,2025-09-19,2025,3.2,2025,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-09-19,2026,3.2,2026,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-09-19,2027,3.0,2027,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-09-19,2028,3.0,2028,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-09-19,2029,3.0,2029,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-09-19,2025,3.35,2025,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-09-19,2026,3.35,2026,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-09-19,2027,3.0,2027,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-09-19,2028,3.0,2028,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-09-19,2029,3.0,2029,pib exportacao de bens e servicos,
PIB Formação Bruta de Capital Fixo,,2025-09-19,2025,3.6,2025,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-09-19,2026,1.2,2026,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-09-19,2027,1.9,2027,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-09-19,2028,2.0,2028,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-09-19,2029,2.0,2029,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-09-19,2025,3.6,2025,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-09-19,2026,1.2,2026,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-09-19,2027,1.8,2027,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-09-19,2028,2.0,2028,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-09-19,2029,2.0,2029,pib formacao bruta de capital fixo,
PIB Importação de bens e serviços,,2025-09-19,2025,5.2,2025,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-09-19,2026,2.6,2026,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-09-19,2027,2.5,2027,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-09-19,2028,2.5,2028,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-09-19,2029,2.5,2029,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-09-19,2025,5.3,2025,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-09-19,2026,2.7,2026,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-09-19,2027,2.72,2027,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-09-19,2028,3.0,2028,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-09-19,2029,3.0,2029,pib importacao de bens e servicos,
PIB Indústria,,2025-09-19,2025,1.52,2025,pib industria,
PIB Indústria,,2025-09-19,2026,1.5,2026,pib industria,
PIB Indústria,,2025-09-19,2027,1.7,2027,pib industria,
PIB Indústria,,2025-09-19,2028,1.98,2028,pib industria,
PIB Indústria,,2025-09-19,2029,2.0,2029,pib industria,
PIB Indústria,,2025-09-19,2025,1.5,2025,pib industria,
PIB Indústria,,2025-09-19,2026,1.5,2026,pib industria,
PIB Indústria,,2025-09-19,2027,1.75,2027,pib industria,
PIB Indústria,,2025-09-19,2028,1.8,2028,pib industria,
PIB Indústria,,2025-09-19,2029,1.9,2029,pib industria,
PIB Serviços,,2025-09-19,2025,1.97,2025,pib servicos,
PIB Serviços,,2025-09-19,2026,1.9,2026,pib servicos,
PIB Serviços,,2025-09-19,2027,1.8,2027,pib servicos,
PIB Serviços,,2025-09-19,2028,2.0,2028,pib servicos,
PIB Serviços,,2025-09-19,2029,2.0,2029,pib servicos,
PIB Serviços,,2025-09-19,2025,2.0,2025,pib servicos,
PIB Serviços,,2025-09-19,2026,2.0,2026,pib servicos,
PIB Serviços,,2025-09-19,2027,1.9,2027,pib servicos,
PIB Serviços,,2025-09-19,2028,2.0,2028,pib servicos,
PIB Serviços,,2025-09-19,2029,2.0,2029,pib servicos,
PIB Total,,2025-09-19,2025,2.1612,2025,pib total,
PIB Total,,2025-09-19,2026,1.8006,2026,pib total,
PIB Total,,2025-09-19,2027,1.9,2027,pib total,
PIB Total,,2025-09-19,2028,2.0,2028,pib total,
PIB Total,,2025-09-19,2029,2.0,2029,pib total,
PIB Total,,2025-09-19,2025,2.164,2025,pib total,
PIB Total,,2025-09-19,2026,1.7878,2026,pib total,
PIB Total,,2025-09-19,2027,1.9,2027,pib total,
PIB Total,,2025-09-19,2028,2.0,2028,pib total,
PIB Total,,2025-09-19,2029,2.0,2029,pib total,
Resultado nominal,,2025-09-19,2025,-8.5,2025,resultado nominal,
Resultado nominal,,2025-09-19,2026,-8.4,2026,resultado nominal,
Resultado nominal,,2025-09-19,2027,-7.3,2027,resultado nominal,
Resultado nominal,,2025-09-19,2028,-7.0,2028,resultado nominal,
Resultado nominal,,2025-09-19,2029,-6.4851,2029,resultado nominal,
Resultado nominal,,2025-09-19,2030,-6.2001,2030,resultado nominal,
Resultado nominal,,2025-09-19,2031,-6.0482,2031,resultado nominal,
Resultado nominal,,2025-09-19,2032,-5.8685,2032,resultado nominal,
Resultado nominal,,2025-09-19,2033,-5.8185,2033,resultado nominal,
Resultado nominal,,2025-09-19,2034,-5.7685,2034,resultado nominal,
Resultado nominal,,2025-09-19,2025,-8.3,2025,resultado nominal,
Resultado nominal,,2025-09-19,2026,-8.4,2026,resultado nominal,
Resultado nominal,,2025-09-19,2027,-7.3,2027,resultado nominal,
Resultado nominal,,2025-09-19,2028,-7.1,2028,resultado nominal,
Resultado nominal,,2025-09-19,2029,-6.9,2029,resultado nominal,
Resultado nominal,,2025-09-19,2030,-6.3,2030,resultado nominal,
Resultado nominal,,2025-09-19,2031,-6.355,2031,resultado nominal,
Resultado nominal,,2025-09-19,2032,-6.14,2032,resultado nominal,
Resultado nominal,,2025-09-19,2033,-5.855,2033,resultado nominal,
Resultado nominal,,2025-09-19,2034,-5.805,2034,resultado nominal,
Resultado primário,,2025-09-19,2025,-0.5051,2025,resultado primario,
Resultado primário,,2025-09-19,2026,-0.6,2026,resultado primario,
Resultado primário,,2025-09-19,2027,-0.3,2027,resultado primario,
Resultado primário,,2025-09-19,2028,-0.135,2028,resultado primario,
Resultado primário,,2025-09-19,2029,0.0,2029,resultado primario,
Resultado primário,,2025-09-19,2030,0.095,2030,resultado primario,
Resultado primário,,2025-09-19,2031,0.3,2031,resultado primario,
Resultado primário,,2025-09-19,2032,0.47,2032,resultado primario,
Resultado primário,,2025-09-19,2033,0.5,2033,resultado primario,
Resultado primário,,2025-09-19,2034,0.6,2034,resultado primario,
Resultado primário,,2025-09-19,2025,-0.52,2025,resultado primario,
Resultado primário,,2025-09-19,2026,-0.6,2026,resultado primario,
Resultado primário,,2025-09-19,2027,-0.3,2027,resultado primario,
Resultado primário,,2025-09-19,2028,-0.16,2028,resultado primario,
Resultado primário,,2025-09-19,2029,-0.1,2029,resultado primario,
Resultado primário,,2025-09-19,2030,0.1,2030,resultado primario,
Resultado primário,,2025-09-19,2031,0.35,2031,resultado primario,
Resultado primário,,2025-09-19,2032,0.45,2032,resultado primario,
Resultado primário,,2025-09-19,2033,0.5,2033,resultado primario,
Resultado primário,,2025-09-19,2034,0.6,2034,resultado primario,
Selic,,2025-09-19,2025,15.0,2025,selic,
Selic,,2025-09-19,2026,12.25,2026,selic,
Selic,,2025-09-19,2027,10.5,2027,selic,
Selic,,2025-09-19,2028,10.0,2028,selic,
Selic,,2025-09-19,2029,9.75,2029,selic,
Selic,,2025-09-19,2025,15.0,2025,selic,
Selic,,2025-09-19,2026,12.25,2026,selic,
Selic,,2025-09-19,2027,10.25,2027,selic,
Selic,,2025-09-19,2028,10.0,2028,selic,
Selic,,2025-09-19,2029,9.625,2029,selic,
Taxa de desocupação,,2025-09-19,2025,5.885,2025,taxa de desocupacao,
Taxa de desocupação,,2025-09-19,2026,6.5,2026,taxa de desocupacao,
Taxa de desocupação,,2025-09-19,2027,7.0,2027,taxa de desocupacao,
Taxa de desocupação,,2025-09-19,2028,7.0,2028,taxa de desocupacao,
Taxa de desocupação,,2025-09-19,2029,7.1,2029,taxa de desocupacao,
Taxa de desocupação,,2025-09-19,2025,5.735,2025,taxa de desocupacao,
Taxa de desocupação,,2025-09-19,2026,6.235,2026,taxa de desocupacao,
Taxa de desocupação,,2025-09-19,2027,7.0,2027,taxa de desocupacao,
Taxa de desocupação,,2025-09-19,2028,7.0,2028,taxa de desocupacao,
Taxa de desocupação,,2025-09-19,2029,7.0,2029,taxa de desocupacao,
Balança comercial,Exportações,2025-09-18,2025,342.845,2025,balanca comercial,exportacoes
Balança comercial,Exportações,2025-09-18,2026,350.666,2026,balanca comercial,exportacoes
Balança comercial,Exportações,2025-09-18,2027,367.54,2027,balanca comercial,exportacoes
Balança comercial,Exportações,2025-09-18,2028,375.0,2028,balanca comercial,exportacoes
Balança comercial,Exportações,2025-09-18,2029,380.0,2029,balanca comercial,exportacoes
Balança comercial,Exportações,2025-09-18,2025,341.2915,2025,balanca comercial,exportacoes
Balança comercial,Exportações,2025-09-18,2026,350.0,2026,balanca comercial,exportacoes
Balança comercial,Exportações,2025-09-18,2027,365.402,2027,balanca comercial,exportacoes
Balança comercial,Exportações,2025-09-18,2028,372.0,2028,balanca comercial,exportacoes
Balança comercial,Exportações,2025-09-18,2029,375.5,2029,balanca comercial,exportacoes
Balança comercial,Importações,2025-09-18,2025,279.9993,2025,balanca comercial,importacoes
Balança comercial,Importações,2025-09-18,2026,284.2575,2026,balanca comercial,importacoes
Balança comercial,Importações,2025-09-18,2027,292.0,2027,balanca comercial,importacoes
Balança comercial,Importações,2025-09-18,2028,300.0,2028,balanca comercial,importacoes
Balança comercial,Importações,2025-09-18,2029,305.0,2029,balanca comercial,importacoes
Balança comercial,Importações,2025-09-18,2025,279.0,2025,balanca comercial,importacoes
Balança comercial,Importações,2025-09-18,2026,288.0,2026,balanca comercial,importacoes
Balança comercial,Importações,2025-09-18,2027,292.0,2027,balanca comercial,importacoes
Balança comercial,Importações,2025-09-18,2028,300.0,2028,balanca comercial,importacoes
Balança comercial,Importações,2025-09-18,2029,303.0,2029,balanca comercial,importacoes
Balança comercial,Saldo,2025-09-18,2025,64.606,2025,balanca comercial,saldo
Balança comercial,Saldo,2025-09-18,2026,68.384,2026,balanca comercial,saldo
Balança comercial,Saldo,2025-09-18,2027,75.5,2027,balanca comercial,saldo
Balança comercial,Saldo,2025-09-18,2028,73.9432,2028,balanca comercial,saldo
Balança comercial,Saldo,2025-09-18,2029,72.1324,2029,balanca comercial,saldo
Balança comercial,Saldo,2025-09-18,2025,58.7,2025,balanca comercial,saldo
Balança comercial,Saldo,2025-09-18,2026,64.8,2026,balanca comercial,saldo
Balança comercial,Saldo,2025-09-18,2027,67.55,2027,balanca comercial,saldo
Balança comercial,Saldo,2025-09-18,2028,69.0,2028,balanca comercial,saldo
Balança comercial,Saldo,2025-09-18,2029,70.0,2029,balanca comercial,saldo
Câmbio,,2025-09-18,2025,5.5,2025,cambio,
Câmbio,,2025-09-18,2026,5.6,2026,cambio,
Câmbio,,2025-09-18,2027,5.59,2027,cambio,
Câmbio,,2025-09-18,2028,5.52,2028,cambio,
Câmbio,,2025-09-18,2029,5.57,2029,cambio,
Câmbio,,2025-09-18,2025,5.5,2025,cambio,
Câmbio,,2025-09-18,2026,5.6,2026,cambio,
Câmbio,,2025-09-18,2027,5.6,2027,cambio,
Câmbio,,2025-09-18,2028,5.52,2028,cambio,
Câmbio,,2025-09-18,2029,5.68,2029,cambio,
Conta corrente,,2025-09-18,2025,-67.95,2025,conta corrente,
Conta corrente,,2025-09-18,2026,-64.2,2026,conta corrente,
Conta corrente,,2025-09-18,2027,-57.5,2027,conta corrente,
Conta corrente,,2025-09-18,2028,-59.0,2028,conta corrente,
Conta corrente,,2025-09-18,2029,-59.0,2029,conta corrente,
Conta corrente,,2025-09-18,2025,-71.3,2025,conta corrente,
Conta corrente,,2025-09-18,2026,-69.45,2026,conta corrente,
Conta corrente,,2025-09-18,2027,-60.004,2027,conta corrente,
Conta corrente,,2025-09-18,2028,-60.0,2028,conta corrente,
Conta corrente,,2025-09-18,2029,-58.0,2029,conta corrente,
Dívida bruta do governo geral,,2025-09-18,2025,79.9,2025,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-18,2026,84.0,2026,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-18,2027,87.1894,2027,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-18,2028,89.3,2028,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-18,2029,90.65,2029,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-18,2030,91.9,2030,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-18,2031,92.88,2031,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-18,2032,93.305,2032,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-18,2033,93.855,2033,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-18,2034,94.0,2034,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-18,2025,79.815,2025,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-18,2026,83.9,2026,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-18,2027,87.1,2027,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-18,2028,89.3,2028,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-18,2029,90.4,2029,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-18,2030,91.66,2030,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-18,2031,92.58,2031,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-18,2032,94.115,2032,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-18,2033,95.145,2033,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-18,2034,94.0,2034,divida bruta do governo geral,
Dívida líquida do setor público,,2025-09-18,2025,65.8,2025,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-18,2026,70.08,2026,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-18,2027,73.9,2027,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-18,2028,76.0619,2028,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-18,2029,78.3385,2029,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-18,2030,80.25,2030,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-18,2031,82.0,2031,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-18,2032,82.9744,2032,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-18,2033,83.7019,2033,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-18,2034,84.5653,2034,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-18,2025,65.8,2025,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-18,2026,70.075,2026,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-18,2027,73.7877,2027,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-18,2028,75.9,2028,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-18,2029,78.149,2029,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-18,2030,79.55,2030,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-18,2031,79.2,2031,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-18,2032,80.5,2032,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-18,2033,81.9,2033,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-18,2034,83.5653,2034,divida liquida do setor publico,
IGP-M,,2025-09-18,2025,1.1217,2025,igp-m,
IGP-M,,2025-09-18,2026,4.2,2026,igp-m,
IGP-M,,2025-09-18,2027,4.0,2027,igp-m,
IGP-M,,2025-09-18,2028,3.96,2028,igp-m,
IGP-M,,2025-09-18,2029,3.7,2029,igp-m,
IGP-M,,2025-09-18,2025,1.1369,2025,igp-m,
IGP-M,,2025-09-18,2026,4.2142,2026,igp-m,
IGP-M,,2025-09-18,2027,4.0,2027,igp-m,
IGP-M,,2025-09-18,2028,4.0,2028,igp-m,
IGP-M,,2025-09-18,2029,4.0,2029,igp-m,
Investimento direto no país,,2025-09-18,2025,70.0,2025,investimento direto no pais,
Investimento direto no país,,2025-09-18,2026,70.0,2026,investimento direto no pais,
Investimento direto no país,,2025-09-18,2027,71.6,2027,investimento direto no pais,
Investimento direto no país,,2025-09-18,2028,75.0,2028,investimento direto no pais,
Investimento direto no país,,2025-09-18,2029,76.5,2029,investimento direto no pais,
Investimento direto no país,,2025-09-18,2025,70.0,2025,investimento direto no pais,
Investimento direto no país,,2025-09-18,2026,70.0,2026,investimento direto no pais,
Investimento direto no país,,2025-09-18,2027,71.0,2027,investimento direto no pais,
Investimento direto no país,,2025-09-18,2028,72.495,2028,investimento direto no pais,
Investimento direto no país,,2025-09-18,2029,74.0,2029,investimento direto no pais,
IPCA,,2025-09-18,2025,4.8306,2025,ipca,
IPCA,,2025-09-18,2026,4.3,2026,ipca,
IPCA,,2025-09-18,2027,3.9,2027,ipca,
IPCA,,2025-09-18,2028,3.7,2028,ipca,
IPCA,,2025-09-18,2029,3.5,2029,ipca,
IPCA,,2025-09-18,2025,4.8169,2025,ipca,
IPCA,,2025-09-18,2026,4.3,2026,ipca,
IPCA,,2025-09-18,2027,3.91,2027,ipca,
IPCA,,2025-09-18,2028,3.7,2028,ipca,
IPCA,,2025-09-18,2029,3.5,2029,ipca,
IPCA Administrados,,2025-09-18,2025,4.6649,2025,ipca administrados,
IPCA Administrados,,2025-09-18,2026,3.9985,2026,ipca administrados,
IPCA Administrados,,2025-09-18,2027,4.0,2027,ipca administrados,
IPCA Administrados,,2025-09-18,2028,3.6461,2028,ipca administrados,
IPCA Administrados,,2025-09-18,2029,3.5,2029,ipca administrados,
IPCA Administrados,,2025-09-18,2025,4.6153,2025,ipca administrados,
IPCA Administrados,,2025-09-18,2026,3.9686,2026,ipca administrados,
IPCA Administrados,,2025-09-18,2027,4.0,2027,ipca administrados,
IPCA Administrados,,2025-09-18,2028,3.7,2028,ipca administrados,
IPCA Administrados,,2025-09-18,2029,3.5,2029,ipca administrados,
IPCA Alimentação no domicílio,,2025-09-18,2025,4.5785,2025,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-09-18,2026,4.8917,2026,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-09-18,2027,4.0,2027,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-09-18,2028,3.9,2028,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-09-18,2029,3.741,2029,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-09-18,2025,4.5311,2025,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-09-18,2026,4.86,2026,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-09-18,2027,4.0,2027,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-09-18,2028,3.94,2028,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-09-18,2029,3.88,2029,ipca alimentacao no domicilio,
IPCA Bens industrializados,,2025-09-18,2025,3.0807,2025,ipca bens industrializados,
IPCA Bens industrializados,,2025-09-18,2026,2.7761,2026,ipca bens industrializados,
IPCA Bens industrializados,,2025-09-18,2027,3.0,2027,ipca bens industrializados,
IPCA Bens industrializados,,2025-09-18,2028,3.0,2028,ipca bens industrializados,
IPCA Bens industrializados,,2025-09-18,2029,3.0,2029,ipca bens industrializados,
IPCA Bens industrializados,,2025-09-18,2025,3.0803,2025,ipca bens industrializados,
IPCA Bens industrializados,,2025-09-18,2026,2.8613,2026,ipca bens industrializados,
IPCA Bens industrializados,,2025-09-18,2027,3.0,2027,ipca bens industrializados,
IPCA Bens industrializados,,2025-09-18,2028,3.0,2028,ipca bens industrializados,
IPCA Bens industrializados,,2025-09-18,2029,3.0,2029,ipca bens industrializados,
IPCA Livres,,2025-09-18,2025,4.8611,2025,ipca livres,
IPCA Livres,,2025-09-18,2026,4.4,2026,ipca livres,
IPCA Livres,,2025-09-18,2027,3.9025,2027,ipca livres,
IPCA Livres,,2025-09-18,2028,3.675,2028,ipca livres,
IPCA Livres,,2025-09-18,2029,3.615,2029,ipca livres,
IPCA Livres,,2025-09-18,2025,4.851,2025,ipca livres,
IPCA Livres,,2025-09-18,2026,4.3949,2026,ipca livres,
IPCA Livres,,2025-09-18,2027,3.915,2027,ipca livres,
IPCA Livres,,2025-09-18,2028,3.7125,2028,ipca livres,
IPCA Livres,,2025-09-18,2029,3.7,2029,ipca livres,
IPCA Serviços,,2025-09-18,2025,6.1418,2025,ipca servicos,
IPCA Serviços,,2025-09-18,2026,5.26,2026,ipca servicos,
IPCA Serviços,,2025-09-18,2027,4.5,2027,ipca servicos,
IPCA Serviços,,2025-09-18,2028,4.0,2028,ipca servicos,
IPCA Serviços,,2025-09-18,2029,4.0,2029,ipca servicos,
IPCA Serviços,,2025-09-18,2025,6.152,2025,ipca servicos,
IPCA Serviços,,2025-09-18,2026,5.2752,2026,ipca servicos,
IPCA Serviços,,2025-09-18,2027,4.5,2027,ipca servicos,
IPCA Serviços,,2025-09-18,2028,4.0,2028,ipca servicos,
IPCA Serviços,,2025-09-18,2029,4.0,2029,ipca servicos,
PIB Agropecuária,,2025-09-18,2025,7.33,2025,pib agropecuaria,
PIB Agropecuária,,2025-09-18,2026,3.0,2026,pib agropecuaria,
PIB Agropecuária,,2025-09-18,2027,2.825,2027,pib agropecuaria,
PIB Agropecuária,,2025-09-18,2028,2.745,2028,pib agropecuaria,
PIB Agropecuária,,2025-09-18,2029,2.75,2029,pib agropecuaria,
PIB Agropecuária,,2025-09-18,2025,7.3,2025,pib agropecuaria,
PIB Agropecuária,,2025-09-18,2026,2.5,2026,pib agropecuaria,
PIB Agropecuária,,2025-09-18,2027,2.8,2027,pib agropecuaria,
PIB Agropecuária,,2025-09-18,2028,2.7,2028,pib agropecuaria,
PIB Agropecuária,,2025-09-18,2029,2.56,2029,pib agropecuaria,
PIB Despesa de consumo da administração pública,,2025-09-18,2025,1.35,2025,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-09-18,2026,1.7,2026,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-09-18,2027,1.2,2027,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-09-18,2028,1.5,2028,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-09-18,2029,1.5,2029,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-09-18,2025,1.2,2025,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-09-18,2026,1.7,2026,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-09-18,2027,1.1,2027,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-09-18,2028,1.2,2028,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-09-18,2029,1.25,2029,pib despesa de consumo da administracao publica,
PIB Despesa de consumo das famílias,,2025-09-18,2025,2.1275,2025,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-09-18,2026,2.0,2026,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-09-18,2027,1.95,2027,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-09-18,2028,2.0,2028,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-09-18,2029,2.0,2029,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-09-18,2025,2.1,2025,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-09-18,2026,2.0,2026,pib despesa de consumo das familias,
